docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-P-G-0000150230,"'Ik maakte onkosten, die werden vergoed'"," . Scheerder deed zelf een",duit in het zakje," toen hij in mei 2000",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.3.w.5 p.12.s.3.w.6 p.12.s.3.w.7 p.12.s.3.w.8,"   ","   "
WR-P-P-G-0000049409,Massaal thuis aan het werk," radiozender 3FM doet ook een",duit in het zakje," met de Taxi Axi .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.8 p.7.s.1.w.9 p.7.s.1.w.10 p.7.s.1.w.11,"   ","   "
WR-P-P-G-0000641024,Duitse Abwehr is niet langer Schlappwehr," doet ook hij zijn optimistische",duit in het zakje," . Linksachter Philipp Lahm (",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.4.w.18 p.6.s.4.w.19 p.6.s.4.w.20 p.6.s.4.w.21,"   ","   "
WR-P-P-G-0000212289,Prioriteit voor Gentse haventoegang," de financiële belofte alvast zijn",duit in het zakje," om het Vlaamse tunnelvoorstel bij",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.10 p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13,"   ","   "
WR-P-P-G-0000517104,Sinaaise rockband haalt dankzij JIM-tv platencontract binnen," Luc Van Acker ook zijn",duit in het zakje," . Het was leuk met",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.17 p.6.s.1.w.18 p.6.s.1.w.19 p.6.s.1.w.20,"   ","   "
WR-P-P-G-0000285036,Recordopbrengst voor jaarlijkse 11.11.11-actie," deed zelf ook een forse",duit in het zakje," met 34.989 euro . In",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.5.w.8 p.3.s.5.w.9 p.3.s.5.w.10 p.3.s.5.w.11,"   ","   "
WR-P-P-G-0000596244,April uitgeroepen tot gezondheidsmaand," De gemeente Pepingen wil zijn",duit in het zakje," doen door extra aandacht te",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.6 p.3.s.2.w.7 p.3.s.2.w.8 p.3.s.2.w.9,"   ","   "
WR-P-P-G-0000131390,"'Mmm, vrouwen op legerkistjes'"," . Luc doet ook een",duit in het zakje," : ' Aan schoenen valt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.5 p.3.s.2.w.6 p.3.s.2.w.7 p.3.s.2.w.8,"   ","   "
WR-P-P-G-0000569638,"""Deze mensen krijgen té weinig kansen''"," het laatste nippertje nog zijn",duit in het zakje," te doen . "" Ik",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.23 p.3.s.2.w.24 p.3.s.2.w.25 p.3.s.2.w.26,"   ","   "
WR-P-P-G-0000588857,Hasselt zeker van plaats in play-off," Stijns ( 7 ) hun",duit in het zakje," en de jeugdige Fagard (",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.25 p.1.s.2.w.26 p.1.s.2.w.27 p.1.s.2.w.28,"   ","   "
WR-P-P-G-0000708405,Al vier teams gaan zeker door," ( Evergem ) deden hun",duit in het zakje," . De terugwedstrijd tussen beide",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.20 p.4.s.3.w.21 p.4.s.3.w.22 p.4.s.3.w.23,"   ","   "
WR-P-P-G-0000151036,Schaatser Boutiette leeft van spaargeld," eigen marathonwedstrijd in Canada een",duit in het zakje," te doen . Echter ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.1.w.26 p.12.s.1.w.27 p.12.s.1.w.28 p.12.s.1.w.29,"   ","   "
WR-P-P-G-0000585066,Trappen op voor Boekentoren," het provinciebestuur doen de grootste",duit in het zakje," , maar toch is alle",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.10 p.2.s.2.w.11 p.2.s.2.w.12 p.2.s.2.w.13,"   ","   "
WR-P-P-G-0000519108,«Nog zwaar programma tot de winterstop»," . Kris Clemens deed zijn",duit in het zakje," en scoorde het derde doelpunt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.5 p.1.s.3.w.6 p.1.s.3.w.7 p.1.s.3.w.8,"   ","   "
WR-P-P-G-0000312378,Leerlingen ontwerpen zelf speelplaats," recente Sprokkelfeesten deden alvast een",duit in het zakje," . ( EHL ) ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.2.w.7 p.4.s.2.w.8 p.4.s.2.w.9 p.4.s.2.w.10,"   ","   "
WR-P-P-G-0000385814,«Ongelooflijk wat we gepresteerd hebben»," Jo deed meer dan zijn",duit in het zakje," Of vierde klasse nu een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.20 p.2.s.3.w.21 p.2.s.3.w.22 p.2.s.3.w.23,"   ","   "
WR-P-P-G-0000138607,TELEVISIE," twee andere Bekende Zieken een",duit in het zakje," . In ' Vinger aan",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.18.s.1.w.8 p.18.s.1.w.9 p.18.s.1.w.10 p.18.s.1.w.11,"   ","   "
WR-P-P-G-0000436937,«Ik tip op Kristof Goddaert»," Belgisch kampioenschap in Charleroi zijn",duit in het zakje," te doen . Mijn conditie",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.4.w.11 p.8.s.4.w.12 p.8.s.4.w.13 p.8.s.4.w.14,"   ","   "
WR-P-P-G-0000334524,Dorpskern wordt opgefleurd met 15.000 plantjes," gewest als Europa doen een",duit in het zakje," . ( SRR ) ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.10.w.18 p.2.s.10.w.19 p.2.s.10.w.20 p.2.s.10.w.21,"   ","   "
WR-P-P-G-0000619803,"""Mocht ik mijn leven kunnen overdoen, ik zou graag opnieuw een vrouw zijn''"," oorlog . Agatha deed haar",duit in het zakje," door in het plaatselijke ziekenhuis",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.13.s.3.w.4 p.13.s.3.w.5 p.13.s.3.w.6 p.13.s.3.w.7,"   ","   "
WR-P-P-G-0000705450,"""Niemand kan de woede van 5.200 man tegenhouden''"," ook andere investeerders hebben een",duit in het zakje," gedaan . Dat zal dus",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.2.w.18 p.6.s.2.w.19 p.6.s.2.w.20 p.6.s.2.w.21,"   ","   "
WR-P-P-G-0000019724,Banken en Intel zorgen voor plus," microprocessors , deed ook een",duit in het zakje," bij de Dow . Het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.14.w.15 p.1.s.14.w.16 p.1.s.14.w.17 p.1.s.14.w.18,"   ","   "
WR-P-P-G-0000248349,China groeit sneller dan zijn schaduw," de export deden een belangrijke",duit in het zakje," . In haar laatste trimestrieel",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.2.w.10 p.4.s.2.w.11 p.4.s.2.w.12 p.4.s.2.w.13,"   ","   "
WR-P-P-G-0000031893,Nieuwe ronde bio-industrie," minister Veerman van Landbouw een",duit in het zakje," . ' We moeten ons",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.4.w.12 p.3.s.4.w.13 p.3.s.4.w.14 p.3.s.4.w.15,"   ","   "
WR-P-P-G-0000098856,'Fantastiek is geen getto meer'," op de discussie alvast een",duit in het zakje," doet : "" Mogelijk is",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.2.w.13 p.9.s.2.w.14 p.9.s.2.w.15 p.9.s.2.w.16,"   ","   "
WR-P-P-G-0000476677,College Sint-Jan Berchmans neemt nieuwe lokalen in gebruik," de voormalige priestertuin deden een",duit in het zakje," . Samen met de leerlingen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.4.w.23 p.2.s.4.w.24 p.2.s.4.w.25 p.2.s.4.w.26,"   ","   "
WR-P-P-G-0000427699,Meer allochtonen naar de stembus," Ook de verenigingen deden hun",duit in het zakje," ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.5.w.6 p.4.s.5.w.7 p.4.s.5.w.8 p.4.s.5.w.9,"   ","   "
WR-P-P-G-0000402320,Zemst viert Feest Vlaamse Gemeenschap," KVLV Zemst doen ook hun",duit in het zakje," . Ook vind je er",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.7.w.10 p.2.s.7.w.11 p.2.s.7.w.12 p.2.s.7.w.13,"   ","   "
WR-P-P-G-0000351890,«Achter elke sterke man een sterke vrouw»," deden ook de spelersvrouwen hun",duit in het zakje," . Met onder meer een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.2.w.7 p.5.s.2.w.8 p.5.s.2.w.9 p.5.s.2.w.10,"   ","   "
WR-P-P-G-0000663637,Aantal stadsbussen breidt fors uit," stadsbestuur doet nog een extra",duit in het zakje," : "" Vanaf 1 september",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.8 p.7.s.1.w.9 p.7.s.1.w.10 p.7.s.1.w.11,"   ","   "
WR-P-P-G-0000681429,No title available.," het seizoen , deed zijn",duit in het zakje," . Dewit kon nog even",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.14 p.1.s.3.w.15 p.1.s.3.w.16 p.1.s.3.w.17,"   ","   "
WR-P-P-G-0000312790,«Ik ben ook mooi zonder haren»," . De Lionsclub deed een",duit in het zakje," . En vandaag zijn er",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.4.w.5 p.6.s.4.w.6 p.6.s.4.w.7 p.6.s.4.w.8,"   ","   "
WR-P-P-G-0000016733,Het deflatiespook sluipt dichterbij," allerlei maatregelen als accijnsverhogingen een",duit in het zakje," . '' Volgens Noordenbos is",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.13.s.4.w.11 p.13.s.4.w.12 p.13.s.4.w.13 p.13.s.4.w.14,"   ","   "
WR-P-P-G-0000457743,Renteloze lening en opstalrecht voor nieuwbouw De Klaproos," . De gemeente doet een",duit in het zakje," met een renteloze lening van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.3.w.5 p.3.s.3.w.6 p.3.s.3.w.7 p.3.s.3.w.8,"   ","   "
WR-P-P-G-0000080618,Aan de zijlijn geplaatst," in de Tweede Kamer een",duit in het zakje," : Nederlands positie is """,duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.10.s.2.w.10 p.10.s.2.w.11 p.10.s.2.w.12 p.10.s.2.w.13,"   ","   "
WR-P-P-G-0000702808,Beter inspelen op de problemen van jongeren," met enkele serviceclubs , een",duit in het zakje," . "" De zusters hebben",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.4.w.21 p.2.s.4.w.22 p.2.s.4.w.23 p.2.s.4.w.24,"   ","   "
WR-P-P-G-0000315609,verslagen," op het uur ook zijn",duit in het zakje," deed , was de wedstrijd",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.14 p.1.s.3.w.15 p.1.s.3.w.16 p.1.s.3.w.17,"   ","   "
WR-P-P-G-0000578484,No title available.," in elk geval ook hun",duit in het zakje," . We maken daarbij geen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.3.w.10 p.5.s.3.w.11 p.5.s.3.w.12 p.5.s.3.w.13,"   ","   "
WR-P-P-G-0000599058,Hete duivel is lekker," die reden en om een",duit in het zakje," te doen opteerden we ervoor",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.8 p.3.s.1.w.9 p.3.s.1.w.10 p.3.s.1.w.11,"   ","   "
WR-P-P-G-0000539678,Kaprijks Friethuisje in de bres voor goed doel," deed ook radiozender Donna haar",duit in het zakje," , door met een mobiel",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.7 p.2.s.2.w.8 p.2.s.2.w.9 p.2.s.2.w.10,"   ","   "
WR-P-P-G-0000023523,Halleluja met high-tech en financiële waarden," bank , deed eveneens een",duit in het zakje," . De topman was optimistisch",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.13 p.3.s.1.w.14 p.3.s.1.w.15 p.3.s.1.w.16,"   ","   "
WR-P-P-G-0000409998,Jongens 12 TC Kortemark naar nationale eindronde," 12 afdeling 3-ploeg deed haar",duit in het zakje," door de provinciale titel voor",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.8 p.1.s.2.w.9 p.1.s.2.w.10 p.1.s.2.w.11,"   ","   "
WR-P-P-G-0000443516,1.200 euro voor thuiszorgproject van kinderkankerfonds," 250 deelnemers die allemaal een",duit in het zakje," deden . Anne-Marie Van Puyvelde",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.9 p.2.s.2.w.10 p.2.s.2.w.11 p.2.s.2.w.12,"   ","   "
WR-P-P-G-0000541748,Meer dan 4.400 euro voor 11.11.11," gemeentebestuur doet nu ook een",duit in het zakje," . Al sinds 1990 engageert",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.7 p.2.s.3.w.8 p.2.s.3.w.9 p.2.s.3.w.10,"   ","   "
WR-P-P-G-0000646065,Kortrijk Congé is voltreffer," Ook de bibliotheek deed zijn",duit in het zakje," . In de Slachthuisstraat werden",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.1.w.6 p.12.s.1.w.7 p.12.s.1.w.8 p.12.s.1.w.9,"   ","   "
WR-P-P-G-0000035586,Goedkoop plannetje," geheel vrijwillige basis nog een",duit in het zakje," willen doen . Dat is",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.3.w.10 p.5.s.3.w.11 p.5.s.3.w.12 p.5.s.3.w.13,"   ","   "
WR-P-P-G-0000378849,Stad heeft 28 miljoen euro over," het te weten - een",duit in het zakje," . Meer inwoners betekent meer",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.3.w.13 p.7.s.3.w.14 p.7.s.3.w.15 p.7.s.3.w.16,"   ","   "
WR-P-P-G-0000210462,Flair geeft gratis orgasmes weg," we besloten om ook een",duit in het zakje," te doen voor het goede",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.13.s.1.w.24 p.13.s.1.w.25 p.13.s.1.w.26 p.13.s.1.w.27,"   ","   "
WR-P-P-G-0000065174,Samenscholing," Hans den Hartog Jager een",duit in het zakje," doen . Maar de stelling",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.2.w.9 p.5.s.2.w.10 p.5.s.2.w.11 p.5.s.2.w.12,"   ","   "
WR-P-P-G-0000607033,Opendeurdag op het Hagelkruis," deed even later ook zijn",duit in het zakje," . Van Gulik , meters",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.4.w.8 p.2.s.4.w.9 p.2.s.4.w.10 p.2.s.4.w.11,"   ","   "
WR-P-P-G-0000561915,Tonnen extra zand voor stadsstrand," . Het stadsbestuur doet zijn",duit in het zakje," door Hasselt Beach dit jaar",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.6.w.5 p.3.s.6.w.6 p.3.s.6.w.7 p.3.s.6.w.8,"   ","   "
WR-P-P-G-0000180125,Groen! vraagt aandacht voor samenhuizers," . Groen ! doet zijn",duit in het zakje," door meer aandacht te vragen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.5 p.1.s.4.w.6 p.1.s.4.w.7 p.1.s.4.w.8,"   ","   "
WR-P-P-G-0000130651,Janoekovitsj blijft weigeren op te stappen," Koetsjma deed gisteren nog een",duit in het zakje," van de politieke onrust in",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.10 p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13,"   ","   "
WR-P-P-G-0000455997,Putte en Berkenhof openen sterk," Niel ) deden ook hun",duit in het zakje," . ( DBM ) ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.14 p.4.s.3.w.15 p.4.s.3.w.16 p.4.s.3.w.17,"   ","   "
WR-P-P-G-0000693563,"""We kruipen uit diep dal"," van Meerhout deed eveneens zijn",duit in het zakje," met een belangrijk tweede doelpunt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.9 p.6.s.1.w.10 p.6.s.1.w.11 p.6.s.1.w.12,"   ","   "
WR-P-P-G-0000369413,Korte berichten uit de regio Limburg," ' , deed ook zijn",duit in het zakje," . Samen met Peter Perceval",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.2.w.26 p.9.s.2.w.27 p.9.s.2.w.28 p.9.s.2.w.29,"   ","   "
WR-P-P-G-0000322196,«Taxi» zet werknemers af aan deur van bedrijf," Als de bedrijven zelf hun",duit in het zakje," doen , moet dat volstaan",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.6 p.4.s.3.w.7 p.4.s.3.w.8 p.4.s.3.w.9,"   ","   "
WR-P-P-G-0000134740,Nederland in recessie," in 2001 nog een forse",duit in het zakje," door miljarden aan lastenverlichting door",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.13.s.1.w.10 p.13.s.1.w.11 p.13.s.1.w.12 p.13.s.1.w.13,"   ","   "
WR-P-P-G-0000550537,Deurganckdok creëert duizenden jobs," Rop moeten ook ASO-scholen hun",duit in het zakje," doen . "" Ook het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.8 p.6.s.1.w.9 p.6.s.1.w.10 p.6.s.1.w.11,"   ","   "
WR-P-P-G-0000456116,Putte en Berkenhof openen sterk," Niel ) deden ook hun",duit in het zakje," . ( DBM ) ",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.14 p.4.s.3.w.15 p.4.s.3.w.16 p.4.s.3.w.17,"   ","   "
WR-P-P-G-0000236292,Hasselt wil ijsbreker Belgica aanmeren in Kanaalkom," en de federale regeringen een",duit in het zakje," doen '' , zegt hij",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.5.w.26 p.4.s.5.w.27 p.4.s.5.w.28 p.4.s.5.w.29,"   ","   "
WR-P-P-G-0000603326,Juul Plastiek krijgt standbeeld op Vismarkt," wat Roeselarenaars motiveren om een",duit in het zakje," te doen "" , zegt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.6.w.20 p.3.s.6.w.21 p.3.s.6.w.22 p.3.s.6.w.23,"   ","   "
WR-P-P-G-0000334873,Senioren fietsen naar Burkina Faso en terug," de kans te geven hun",duit in het zakje," te doen , hebben we",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.10 p.3.s.2.w.11 p.3.s.2.w.12 p.3.s.2.w.13,"   ","   "
